date,H24,H48,H24_minus_H48_yuan
2025-12-07,83163.80632914905,82435.68366730605,728.1226618430082
2025-12-08,81139.93114130996,79553.673769282,1586.2573720279615
2025-12-09,78635.91361739869,78743.70998542359,-107.79636802489404
2025-12-10,80492.25905113056,81461.66183533298,-969.4027842024225
2025-12-11,77000.20998532017,74158.78137026471,2841.4286150554544
2025-12-12,35957.73935700534,38600.39051098884,-2642.6511539834974
2025-12-13,34191.32193468693,34759.66815686463,-568.3462221777008
2025-12-14,84381.45475669764,83195.1703247129,1186.2844319847354
2025-12-15,79290.06591904713,79633.08128972564,-343.01537067850586
2025-12-16,78552.98461969418,79259.58956518036,-706.6049454861786
2025-12-17,77627.86952816517,76721.95526954332,905.9142586218513
2025-12-18,77776.25958714401,75447.25169382147,2329.007893322545
2025-12-19,33006.67866802427,35057.46873693449,-2050.790068910217
2025-12-20,28879.52571920067,29815.369065924704,-935.8433467240357
2025-12-21,82978.1234484252,81645.18834399273,1332.9351044324721
2025-12-22,78441.04972827484,78254.81899652557,186.23073174926685
2025-12-23,77878.9628920916,78621.90045763303,-742.9375655414333
2025-12-24,76523.12699992485,76391.27575067988,131.8512492449663
2025-12-25,76530.82916069284,73683.72427136086,2847.104889331982
2025-12-26,32260.22144092918,34682.37959238925,-2422.1581514600657
2025-12-27,30412.177695759954,30776.506068387214,-364.32837262726025
2025-12-28,78628.15952415961,76954.26150815972,1673.89801599989
2025-12-29,77393.48940446398,77456.45661352032,-62.967209056339925
2025-12-30,74270.12802099092,73868.13009474638,401.9979262445413
2025-12-31,78117.45558930293,77853.2620180375,264.19357126543764
